"   Data/Date
(YYYYMMDD)";"Ora
/Hour";PUN;AUST;BSP;CNOR;COAC;CORS;CSUD;FRAN;GREC;MALT;MONT;NORD;ROSN;SARD;SICI;SLOV;SUD;SVIZ;XAUS;XFRA
20200128;19;59,12;57;57;57;57;57;57;57;57;90;57;57;57;57;90;57;57;57;57;57
20200128;20;56,27;54;54;54;54;54;54;54;54;90;54;54;54;54;90;54;54;54;54;54
20200128;21;49,80;47;47;47;47;47;47;47;47;90;47;47;47;47;90;47;47;47;47;47
20200128;22;45,97;45;45;45;45;45;45;45;45;60;45;45;45;45;60;45;45;45;45;45
20200128;23;40,91;40;40;40;40;40;40;40;40;54;40;40;40;40;54;40;40;40;40;40
20200128;24;36,99;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37
20200129;1;35,70;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36
20200129;2;31,55;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32
20200129;3;31,00;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31
20200129;4;30,00;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30
20200129;5;30,00;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30
20200129;6;36,40;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36
20200129;7;42,90;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43
20200129;8;50,00;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
20200129;9;50,97;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51
20200129;10;50,00;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
20200129;11;45,00;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45
20200129;12;44,69;45;45;45;45;45;45;45;42;42;45;45;42;45;42;45;42;45;45;45
20200129;13;42,20;43;43;43;43;43;43;43;39;39;43;43;39;43;39;43;39;43;43;43
20200129;14;41,85;42;42;42;42;42;42;42;40;40;42;42;40;42;40;42;40;42;42;42
20200129;15;42,90;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43
20200129;16;46,31;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46
20200129;17;50,97;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51
20200129;18;57,86;57;57;57;57;57;57;57;57;73;57;57;57;57;73;57;57;57;57;57
20200129;19;62,21;61;61;61;61;61;61;61;61;75;61;61;61;61;75;61;61;61;61;61
20200129;20;60,47;58;58;62;62;62;62;58;62;75;62;58;62;62;75;58;62;58;58;58
20200129;21;54,05;50;50;56;56;56;56;50;56;75;56;50;56;56;75;50;56;50;50;50
20200129;22;49,00;47;47;47;47;47;47;47;47;73;47;47;47;47;73;47;47;47;47;47
20200129;23;42,31;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42
20200129;24;39,67;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
20200130;1;39,74;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
20200130;2;38,85;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39
20200130;3;35,03;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35
20200130;4;33,88;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34
20200130;5;37,00;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37
20200130;6;41,04;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41
20200130;7;48,55;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49
20200130;8;50,00;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
20200130;9;53,45;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53;53
20200130;10;49,67;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
20200130;11;44,86;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45
20200130;12;43,77;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44
20200130;13;42,14;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42
20200130;14;42,10;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42
20200130;15;43,30;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43
20200130;16;45,26;45;45;45;45;45;45;45;45;50;45;45;45;45;50;45;45;45;45;45
20200130;17;50,99;50;50;50;50;50;50;50;50;74;50;50;50;50;74;50;50;50;50;50
20200130;18;58,74;55;55;56;56;56;56;55;56;119;56;55;56;56;119;55;56;55;55;55
20200130;19;57,84;54;54;54;54;54;54;54;54;124;54;54;54;54;124;54;54;54;54;54
20200130;20;55,70;50;50;53;53;53;53;50;53;124;53;50;53;53;124;50;53;50;50;50
20200130;21;50,03;45;45;45;45;45;45;45;45;124;45;45;45;45;124;45;45;45;45;45
20200130;22;47,82;43;43;43;43;43;43;43;43;119;43;43;43;43;119;43;43;43;43;43
20200130;23;42,50;40;40;40;40;40;40;40;40;74;40;40;40;40;74;40;40;40;40;40
20200130;24;39,51;39;39;39;39;39;39;39;39;49;39;39;39;39;49;39;39;39;39;39
20200131;1;38,64;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39
20200131;2;37,00;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37
20200131;3;33,66;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34
20200131;4;31,89;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32
20200131;5;32,90;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33
20200131;6;38,00;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38
20200131;7;42,35;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42
20200131;8;52,00;50;50;52;52;52;52;50;52;73;52;50;52;52;73;50;52;50;50;50
20200131;9;52,96;52;52;52;52;52;52;52;52;73;52;52;52;52;73;52;52;52;52;52
20200131;10;51,27;50;50;50;50;50;50;50;50;73;50;50;50;50;73;50;50;50;50;50
20200131;11;46,06;45;45;45;45;45;45;45;45;73;45;45;45;45;73;45;45;45;45;45
20200131;12;43,36;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43
20200131;13;41,12;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41
20200131;14;41,33;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41
20200131;15;43,38;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43
20200131;16;46,64;45;45;45;45;45;45;45;45;73;45;45;45;45;73;45;45;45;45;45
20200131;17;51,30;50;50;50;50;50;50;50;50;73;50;50;50;50;73;50;50;50;50;50
20200131;18;56,43;53;53;54;54;54;54;53;54;104;54;53;54;54;104;53;54;53;53;53
20200131;19;58,67;54;54;56;56;56;56;54;56;119;56;54;56;56;119;54;56;54;54;54
20200131;20;59,04;51;51;61;61;61;61;51;61;118;61;51;61;61;118;51;61;51;51;51
20200131;21;50,34;46;46;47;47;47;47;46;47;105;47;46;47;47;105;46;47;46;46;46
20200131;22;48,08;44;44;44;44;44;44;44;44;104;44;44;44;44;104;44;44;44;44;44
20200131;23;43,00;41;41;41;41;41;41;41;41;73;41;41;41;41;73;41;41;41;41;41
20200131;24;38,94;39;39;39;39;39;39;39;39;45;39;39;39;39;45;39;39;39;39;39
20200201;1;38,75;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39
20200201;2;37,46;37;37;37;38;38;38;37;38;38;38;37;38;38;38;37;38;37;37;37
20200201;3;37,17;37;37;37;38;38;38;37;38;38;38;37;38;38;38;37;38;37;37;37
20200201;4;36,34;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36
20200201;5;36,14;36;36;36;37;37;37;36;37;37;37;36;37;37;37;36;37;36;36;36
20200201;6;37,16;35;35;35;41;41;41;35;41;41;41;35;41;41;41;35;41;35;35;35
20200201;7;40,62;39;39;39;45;45;45;39;45;45;45;39;45;45;45;39;45;39;39;39
20200201;8;44,93;41;41;41;53;53;53;41;53;53;53;41;53;53;53;41;53;41;41;41
20200201;9;44,88;43;43;43;45;45;45;43;45;71;45;43;45;45;71;43;45;43;43;43
20200201;10;45,87;45;45;45;45;45;45;45;45;67;45;45;45;45;67;45;45;45;45;45
20200201;11;41,45;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41
20200201;12;39,00;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39
20200201;13;37,42;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37
20200201;14;36,18;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36
20200201;15;36,46;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36
20200201;16;37,89;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38
20200201;17;39,37;39;39;39;39;39;39;39;39;46;39;39;39;39;46;39;39;39;39;39
20200201;18;44,53;41;41;43;45;45;45;41;45;71;45;41;45;45;71;41;45;41;41;41
20200201;19;49,87;43;43;43;52;52;52;43;52;107;52;43;52;52;107;43;52;43;43;43
20200201;20;50,18;43;43;50;50;50;50;43;50;107;50;43;50;50;107;43;50;43;43;43
20200201;21;46,84;40;40;45;45;45;45;40;45;107;45;40;45;45;107;40;45;40;40;40
20200201;22;41,87;39;39;39;41;41;41;39;41;71;41;39;41;41;71;39;41;39;39;39
20200201;23;39,33;37;37;37;37;37;37;37;37;71;37;37;37;37;71;37;37;37;37;37
20200201;24;34,20;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34
20200202;1;36,61;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37
20200202;2;32,55;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33
20200202;3;29,90;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30
20200202;4;28,76;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29
20200202;5;28,76;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29
20200202;6;28,77;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29
20200202;7;34,92;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35
20200202;8;35,00;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35
20200202;9;42,26;35;35;39;39;39;39;35;39;123;39;35;39;39;123;35;39;35;35;35
20200202;10;43,12;36;36;40;40;40;40;36;40;123;40;36;40;40;123;36;40;36;36;36
20200202;11;42,44;36;36;39;39;39;39;36;39;122;39;36;39;39;122;36;39;36;36;36
20200202;12;39,96;35;35;35;35;35;35;35;35;119;35;35;35;35;119;35;35;35;35;35
20200202;13;39,69;35;35;35;35;35;35;35;35;107;35;35;35;35;107;35;35;35;35;35
20200202;14;37,56;33;33;33;33;33;33;33;33;103;33;33;33;33;103;33;33;33;33;33
20200202;15;37,53;33;33;33;33;33;33;33;33;103;33;33;33;33;103;33;33;33;33;33
20200202;16;41,42;34;34;39;39;39;39;34;39;121;39;34;39;39;121;34;39;34;34;34
20200202;17;38,75;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39
20200202;18;43,31;41;41;46;46;46;46;41;46;46;46;41;46;46;46;41;46;41;41;41
20200202;19;51,81;45;45;58;58;58;58;45;58;71;58;45;58;58;71;45;58;45;45;45
20200202;20;52,33;45;45;59;59;59;59;45;59;71;59;45;59;59;71;45;59;45;45;45
20200202;21;46,63;42;42;48;48;48;48;42;48;71;48;42;48;48;71;42;48;42;42;42
20200202;22;45,05;42;42;45;45;45;45;42;45;71;45;42;45;45;71;42;45;42;42;42
20200202;23;38,69;37;37;37;37;37;37;37;37;56;37;37;37;37;56;37;37;37;37;37
20200202;24;33,91;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34
20200203;1;27,99;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28;28
20200203;2;21,00;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21
20200203;3;20,00;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
20200203;4;10,51;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11
20200203;5;20,00;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20
20200203;6;29,99;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30
20200203;7;39,45;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39
20200203;8;43,95;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44
20200203;9;44,24;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44
20200203;10;42,75;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43
20200203;11;39,95;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
20200203;12;39,65;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
20200203;13;38,07;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38
20200203;14;38,55;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39
20200203;15;39,65;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
20200203;16;42,00;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42
20200203;17;44,24;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44
20200203;18;47,89;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48
20200203;19;53,65;53;53;53;53;53;53;53;53;72;53;53;53;53;72;53;53;53;53;53
20200203;20;53,16;51;51;51;51;51;51;51;51;91;51;51;51;51;91;51;51;51;51;51
20200203;21;47,45;44;44;44;44;44;44;44;44;91;44;44;44;44;91;44;44;44;44;44
20200203;22;43,68;42;42;42;42;42;42;42;42;62;42;42;42;42;62;42;42;42;42;42
20200203;23;38,50;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39
20200203;24;36,40;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36
20200204;1;37,22;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37
20200204;2;35,00;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35
20200204;3;32,41;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32
20200204;4;26,00;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
20200204;5;24,94;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25
20200204;6;32,00;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32
20200204;7;41,89;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42
20200204;8;46,56;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47
20200204;9;48,58;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49
20200204;10;47,21;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47;47
20200204;11;42,97;45;45;45;44;45;44;45;30;30;44;45;30;44;30;45;30;45;45;45
20200204;12;41,56;43;43;43;43;43;43;43;30;30;43;43;30;43;30;43;30;43;43;43
20200204;13;37,91;40;40;40;39;40;39;40;25;25;39;40;25;39;25;40;25;40;40;40
20200204;14;37,76;41;41;41;36;41;36;41;25;25;36;41;25;36;25;41;25;41;41;41
20200204;15;41,55;43;43;43;43;43;43;43;30;30;43;43;30;43;30;43;30;43;43;43
20200204;16;43,33;44;44;44;44;44;44;44;39;39;44;44;39;44;39;44;39;44;44;44
20200204;17;44,90;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45
20200204;18;48,58;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49
20200204;19;49,52;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
20200204;20;48,58;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49
20200204;21;44,00;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44
20200204;22;40,76;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41
20200204;23;36,42;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36
20200204;24;32,40;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32
20200205;1;29,80;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30
20200205;2;25,00;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25
20200205;3;24,43;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24
20200205;4;23,63;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24;24
20200205;5;24,83;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25
20200205;6;30,00;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30
20200205;7;38,92;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39
20200205;8;47,88;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48
20200205;9;49,64;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50
20200205;10;48,70;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49
20200205;11;43,47;44;44;44;44;44;44;44;39;39;44;44;39;44;39;44;39;44;44;44
20200205;12;41,33;43;43;43;43;43;43;43;33;33;43;43;33;43;33;43;33;43;43;43
20200205;13;38,03;39;39;39;39;39;39;39;32;32;39;39;32;39;32;39;32;39;39;39
20200205;14;38,29;39;39;39;39;39;39;39;32;32;39;39;32;39;32;39;32;39;39;39
20200205;15;39,82;41;41;41;41;41;41;41;34;34;41;41;34;41;34;41;34;41;41;41
20200205;16;43,17;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43
20200205;17;46,32;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46
20200205;18;48,64;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49
20200205;19;51,47;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51
20200205;20;48,64;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49
20200205;21;45,00;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45
20200205;22;42,00;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42
20200205;23;38,23;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38
20200205;24;32,76;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33
20200206;1;29,06;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29
20200206;2;26,35;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26;26
20200206;3;23,37;25;25;25;20;25;20;25;20;20;20;25;20;20;20;25;20;25;25;25
20200206;4;21,53;24;24;24;15;24;15;24;15;15;15;24;15;15;15;24;15;24;24;24
20200206;5;24,88;25;25;25;24;25;24;25;24;24;24;25;24;24;24;25;24;25;25;25
20200206;6;29,00;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29
20200206;7;40,70;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41;41
20200206;8;47,81;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48
20200206;9;51,00;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51;51
20200206;10;44,39;45;45;45;45;45;45;45;40;40;45;45;40;45;40;45;40;45;45;45
20200206;11;41,24;42;42;42;42;42;42;42;33;33;42;42;33;42;33;42;33;42;42;42
20200206;12;38,94;41;41;41;41;41;41;41;26;26;41;41;26;41;26;41;26;41;41;41
20200206;13;37,42;39;39;39;39;39;39;39;26;26;39;39;26;39;26;39;26;39;39;39
20200206;14;37,01;39;39;39;39;39;39;39;26;26;39;39;26;39;26;39;26;39;39;39
20200206;15;39,10;40;40;40;40;40;40;40;33;33;40;40;33;40;33;40;33;40;40;40
20200206;16;43,11;43;43;43;43;43;43;43;42;42;43;43;42;43;42;43;42;43;43;43
20200206;17;46,00;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46;46
20200206;18;52,00;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52
20200206;19;58,31;58;58;58;58;58;58;58;58;71;58;58;58;58;71;58;58;58;58;58
20200206;20;59,18;56;56;56;56;56;56;56;56;107;56;56;56;56;107;56;56;56;56;56
20200206;21;53,22;50;50;50;50;50;50;50;50;107;50;50;50;50;107;50;50;50;50;50
20200206;22;49,55;49;49;49;49;49;49;49;49;58;49;49;49;49;58;49;49;49;49;49
20200206;23;42,47;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42
20200206;24;38,56;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39
20200207;1;38,74;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39
20200207;2;38,27;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38;38
20200207;3;36,65;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37
20200207;4;35,19;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35;35
20200207;5;36,40;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36
20200207;6;39,77;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40;40
20200207;7;48,00;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48;48
20200207;8;59,01;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59
20200207;9;62,25;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62;62
20200207;10;57,00;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57;57
20200207;11;45,00;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45;45
20200207;12;43,99;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44;44
20200207;13;38,88;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39
20200207;14;38,69;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39
20200207;15;42,00;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42;42
20200207;16;51,14;51;51;51;51;51;51;51;51;61;51;51;51;51;61;51;51;51;51;51
20200207;17;55,53;55;55;55;55;55;55;55;55;66;55;55;55;55;66;55;55;55;55;55
20200207;18;62,02;59;59;59;59;59;59;59;59;107;59;59;59;59;107;59;59;59;59;59
20200207;19;65,93;63;63;63;63;63;63;63;63;107;63;63;63;63;107;63;63;63;63;63
20200207;20;65,02;61;61;61;61;61;61;61;61;119;61;61;61;61;119;61;61;61;61;61
20200207;21;59,19;55;55;55;55;55;55;55;55;119;55;55;55;55;119;55;55;55;55;55
20200207;22;51,06;47;47;47;47;47;47;47;47;107;47;47;47;47;107;47;47;47;47;47
20200207;23;43,28;40;40;40;40;40;40;40;40;87;40;40;40;40;87;40;40;40;40;40
20200207;24;40,78;39;39;39;39;39;39;39;39;71;39;39;39;39;71;39;39;39;39;39
20200208;1;38,50;38;38;38;38;38;38;38;38;43;38;38;38;38;43;38;38;38;38;38
20200208;2;36,82;36;36;36;38;36;38;36;38;38;38;36;38;38;38;36;38;36;36;36
20200208;3;36,12;36;36;36;37;36;37;36;37;37;37;36;37;37;37;36;37;36;36;36
20200208;4;35,92;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36
20200208;5;35,46;35;35;35;36;35;36;35;36;36;36;35;36;36;36;35;36;35;35;35
20200208;6;36,17;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36
20200208;7;38,85;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39
20200208;8;45,58;44;44;44;44;44;44;44;44;71;44;44;44;44;71;44;44;44;44;44
20200208;9;44,67;44;44;44;44;44;44;44;44;56;44;44;44;44;56;44;44;44;44;44
20200208;10;42,56;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43;43
20200208;11;38,78;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39
20200208;12;36,00;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36;36
20200208;13;33,11;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33
20200208;14;31,76;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32
20200208;15;32,81;32;32;32;32;32;32;32;32;42;32;32;32;32;42;32;32;32;32;32
20200208;16;37,26;35;35;35;35;35;35;35;35;63;35;35;35;35;63;35;35;35;35;35
20200208;17;39,20;39;39;39;39;39;39;39;39;42;39;39;39;39;42;39;39;39;39;39
20200208;18;52,16;43;43;56;56;56;56;43;56;107;56;43;56;56;107;43;56;43;43;43
20200208;19;55,35;47;47;56;56;56;56;47;56;119;56;47;56;56;119;47;56;47;47;47
20200208;20;58,07;47;47;62;62;62;62;47;62;119;62;47;62;62;119;47;62;47;47;47
20200208;21;56,36;43;43;62;62;62;62;43;62;119;62;43;62;62;119;43;62;43;43;43
20200208;22;51,38;40;40;55;55;55;55;40;55;107;55;40;55;55;107;40;55;40;40;40
20200208;23;41,19;39;39;39;39;39;39;39;39;71;39;39;39;39;71;39;39;39;39;39
20200208;24;38,07;35;35;36;36;36;36;35;36;71;36;35;36;36;71;35;36;35;35;35
20200209;1;37,09;35;35;35;41;41;41;35;41;41;41;35;41;41;41;35;41;35;35;35
20200209;2;34,91;30;30;30;44;44;44;30;44;44;44;30;44;44;44;30;44;30;30;30
20200209;3;34,23;29;29;29;44;44;44;29;44;44;44;29;44;44;44;29;44;29;29;29
20200209;4;31,42;29;29;29;36;36;36;29;36;36;36;29;36;36;36;29;36;29;29;29
20200209;5;31,11;29;29;29;35;35;35;29;35;35;35;29;35;35;35;29;35;29;29;29
20200209;6;32,09;29;29;29;38;38;38;29;38;38;38;29;38;38;38;29;38;29;29;29
20200209;7;35,48;31;31;31;44;44;44;31;44;44;44;31;44;44;44;31;44;31;31;31
20200209;8;37,24;34;34;34;44;44;44;34;44;44;44;34;44;44;44;34;44;34;34;34
20200209;9;36,59;35;35;35;40;40;40;35;40;40;40;35;40;40;40;35;40;35;35;35
20200209;10;35,23;35;35;35;36;36;36;35;36;36;36;35;36;36;36;35;36;35;35;35
20200209;11;34,27;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34
20200209;12;34,24;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34
20200209;13;33,00;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33;33
20200209;14;30,31;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30
20200209;15;31,25;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31;31
20200209;16;33,91;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34;34
20200209;17;36,55;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37;37
20200209;18;43,27;40;40;40;44;44;44;40;44;71;44;40;44;44;71;40;44;40;40;40
20200209;19;46,08;43;43;46;46;46;46;43;46;71;46;43;46;46;71;43;46;43;43;43
