"   Data/Date
(YYYYMMDD)";"Ora
Hour";PUN;AUST;BRNN;CALB;CNOR;COAC;CORS;CSUD;E_CO;E_NE;E_NW;E_SD;FOGN;FRAN;GREC;MFTV;NORD;PRGP;ROSN;SARD;SICI;SLOV;SUD;SVIZ;TBRV
20080117;11;159,88;0,00;159,88;159,88;159,88;159,88;159,88;159,88;159,88;159,88;159,88;0,00;159,88;0,00;0,00;159,88;159,88;159,88;159,88;159,88;159,88;0,00;159,88;0,00;159,88
20080117;12;114,85;0,00;115,00;115,00;115,00;115,00;115,00;115,00;115,00;114,75;114,75;0,00;115,00;0,00;0,00;114,75;114,75;115,00;115,00;115,00;115,00;0,00;115,00;0,00;114,75
20080117;13;74,24;0,00;71,00;71,00;75,00;75,00;75,00;75,00;75,00;75,00;75,00;0,00;71,00;0,00;0,00;75,00;75,00;71,00;71,00;75,00;71,00;0,00;71,00;0,00;75,00
20080117;14;73,84;0,00;68,65;68,65;75,00;75,00;75,00;75,00;75,00;75,00;75,00;0,00;68,65;0,00;0,00;75,00;75,00;68,65;68,65;75,00;68,65;0,00;68,65;0,00;75,00
20080117;15;102,85;0,00;102,50;102,50;102,92;102,92;102,92;102,92;102,92;102,92;102,92;0,00;102,50;0,00;0,00;102,92;102,92;102,65;102,50;102,92;102,65;0,00;102,50;0,00;102,92
20080117;16;117,98;0,00;117,98;117,98;117,98;117,98;117,98;117,98;117,98;117,98;117,98;0,00;117,98;0,00;0,00;117,98;117,98;117,98;117,98;117,98;117,98;0,00;117,98;0,00;117,98
20080117;17;131,99;0,00;131,94;131,94;131,96;131,96;131,96;131,96;131,96;131,96;131,96;0,00;131,94;0,00;0,00;131,96;131,96;132,27;131,94;131,96;132,65;0,00;131,94;0,00;131,96
20080117;18;162,01;0,00;162,00;162,00;162,00;162,00;162,00;162,00;162,00;161,96;161,96;0,00;162,00;0,00;0,00;161,96;161,96;162,27;162,00;162,00;162,65;0,00;162,00;0,00;161,96
20080117;19;127,86;0,00;129,17;129,17;129,17;129,17;129,17;129,17;129,17;126,82;126,82;0,00;129,17;0,00;0,00;126,82;126,82;126,75;129,17;129,17;129,24;0,00;129,17;0,00;126,82
20080117;20;101,12;0,00;101,11;101,11;101,11;101,11;101,11;101,11;101,11;101,11;101,11;0,00;101,11;0,00;0,00;101,11;101,11;98,75;101,11;101,11;101,24;0,00;101,11;0,00;101,11
20080117;21;90,59;0,00;90,00;90,00;90,00;90,00;90,00;90,00;90,00;90,00;90,00;0,00;90,00;0,00;0,00;90,00;90,00;94,50;90,00;90,00;99,22;0,00;90,00;0,00;90,00
20080117;22;72,18;0,00;71,50;71,50;72,25;72,60;72,60;72,25;72,60;72,25;72,25;0,00;71,50;0,00;0,00;72,25;72,25;72,27;71,50;72,60;72,65;0,00;71,50;0,00;72,25
20080117;23;72,01;0,00;71,50;71,50;72,00;73,09;73,09;72,00;73,09;72,00;72,00;0,00;72,00;0,00;0,00;72,00;72,00;71,65;71,50;73,09;71,65;0,00;72,00;0,00;72,00
20080117;24;58,97;0,00;58,65;58,65;59,00;59,00;59,00;59,00;59,00;59,00;59,00;0,00;59,00;0,00;0,00;59,00;59,00;58,65;58,65;59,00;58,65;0,00;59,00;0,00;59,00
20080118;1;53,65;0,00;53,65;53,65;53,65;53,65;53,65;53,65;53,65;53,65;53,65;0,00;53,65;0,00;0,00;53,65;53,65;53,65;53,65;53,65;53,65;0,00;53,65;0,00;53,65
20080118;2;44,51;0,00;44,50;44,50;44,51;44,51;44,51;44,51;44,51;44,51;44,51;0,00;44,50;0,00;0,00;44,51;44,51;44,50;44,50;44,51;44,50;0,00;44,50;0,00;44,51
20080118;3;32,41;0,00;30,00;30,00;33,00;33,00;33,00;33,00;33,00;33,00;33,00;0,00;30,00;0,00;0,00;33,00;33,00;30,00;30,00;33,00;30,00;0,00;30,00;0,00;33,00
20080118;4;29,50;0,00;29,50;29,50;29,50;29,50;29,50;29,50;29,50;29,50;29,50;0,00;29,50;0,00;0,00;29,50;29,50;29,50;29,50;29,50;29,50;0,00;29,50;0,00;29,50
20080118;5;29,50;0,00;29,50;29,50;29,50;29,50;29,50;29,50;29,50;29,50;29,50;0,00;29,50;0,00;0,00;29,50;29,50;29,50;29,50;29,50;29,50;0,00;29,50;0,00;29,50
20080118;6;55,00;0,00;55,00;55,00;55,00;55,00;55,00;55,00;55,00;55,00;55,00;0,00;55,00;0,00;0,00;55,00;55,00;55,00;55,00;55,00;55,00;0,00;55,00;0,00;55,00
20080118;7;74,13;0,00;73,00;73,00;73,00;73,00;73,00;73,00;73,00;73,00;73,00;0,00;73,00;0,00;0,00;73,00;73,00;93,62;73,00;73,00;93,62;0,00;73,00;0,00;73,00
20080118;8;119,77;0,00;119,50;119,50;119,75;119,75;119,75;119,75;119,75;119,75;119,75;0,00;119,50;0,00;0,00;119,75;119,75;120,68;119,50;119,75;120,68;0,00;119,50;0,00;119,75
20080118;9;150,15;0,00;150,15;150,15;150,15;150,15;150,15;150,15;150,15;150,15;150,15;0,00;150,15;0,00;0,00;150,15;150,15;141,00;150,15;150,15;150,18;0,00;150,15;0,00;150,15
20080118;10;172,45;0,00;154,50;154,50;175,12;175,12;175,12;175,12;175,12;175,12;175,12;0,00;154,50;0,00;0,00;175,12;175,12;166,00;154,50;175,12;175,18;0,00;154,50;0,00;175,12
20080118;11;174,47;0,00;156,50;156,50;177,12;177,12;177,12;177,12;177,12;177,12;177,12;0,00;156,50;0,00;0,00;177,12;177,12;177,00;156,50;177,12;177,18;0,00;156,50;0,00;177,12
20080118;12;120,15;0,00;120,15;120,15;120,15;120,15;120,15;120,15;120,15;120,15;120,15;0,00;120,15;0,00;0,00;120,15;120,15;117,75;120,15;120,15;120,18;0,00;120,15;0,00;120,15
20080118;13;76,80;0,00;74,50;74,50;75,62;75,62;75,62;75,62;75,62;75,62;75,62;0,00;74,50;0,00;0,00;75,62;75,62;75,27;74,50;75,62;99,77;0,00;74,50;0,00;75,62
20080118;14;73,46;0,00;72,50;72,50;73,65;73,65;73,65;73,65;73,65;73,65;73,65;0,00;72,50;0,00;0,00;73,65;73,65;72,94;72,50;73,65;72,94;0,00;72,50;0,00;73,65
20080118;15;103,47;0,00;102,50;102,50;103,65;103,65;103,65;103,65;103,65;103,65;103,65;0,00;102,50;0,00;0,00;103,65;103,65;102,94;102,50;103,65;102,94;0,00;102,50;0,00;103,65
20080118;16;118,51;0,00;118,00;118,00;118,62;118,62;118,62;118,62;118,62;118,62;118,62;0,00;118,00;0,00;0,00;118,62;118,62;118,00;118,00;118,62;118,00;0,00;118,00;0,00;118,62
20080118;17;131,62;0,00;131,62;131,62;131,62;131,62;131,62;131,62;131,62;131,62;131,62;0,00;131,62;0,00;0,00;131,62;131,62;131,50;131,62;131,62;131,68;0,00;131,62;0,00;131,62
20080118;18;165,66;0,00;165,71;165,71;165,71;165,71;165,71;165,71;165,71;165,61;165,61;0,00;165,71;0,00;0,00;165,61;165,61;165,27;165,71;165,71;165,75;0,00;165,71;0,00;165,61
20080118;19;140,81;0,00;145,21;145,21;145,21;145,21;145,21;145,21;145,21;135,00;135,00;0,00;145,21;0,00;0,00;135,00;135,00;145,00;145,21;145,21;165,00;0,00;145,21;0,00;135,00
20080118;20;105,24;0,00;104,21;104,21;104,21;104,60;104,60;104,21;104,60;100,03;100,03;0,00;104,21;0,00;0,00;100,03;100,03;99,50;104,21;104,60;157,00;0,00;104,21;0,00;100,03
20080118;21;94,31;0,00;99,20;99,20;99,20;99,60;99,60;99,20;99,60;90,00;90,00;0,00;99,20;0,00;0,00;90,00;90,00;99,00;99,20;99,60;99,25;0,00;99,20;0,00;90,00
20080118;22;72,62;0,00;72,62;72,62;72,62;72,62;72,62;72,62;72,62;72,62;72,62;0,00;72,62;0,00;0,00;72,62;72,62;72,27;72,62;72,62;72,68;0,00;72,62;0,00;72,62
20080118;23;72,65;0,00;72,65;72,65;72,65;72,65;72,65;72,65;72,65;72,65;72,65;0,00;72,65;0,00;0,00;72,65;72,65;72,27;72,65;72,65;72,65;0,00;72,65;0,00;72,65
20080118;24;61,00;0,00;61,00;61,00;61,00;61,00;61,00;61,00;61,00;61,00;61,00;0,00;61,00;0,00;0,00;61,00;61,00;61,00;61,00;61,00;61,00;0,00;61,00;0,00;61,00
20080119;1;72,59;0,00;72,59;72,59;72,59;72,59;72,59;72,59;72,59;72,59;72,59;0,00;72,59;0,00;0,00;72,59;72,59;72,59;72,59;72,59;72,59;0,00;72,59;0,00;72,59
20080119;2;52,56;0,00;52,62;52,62;52,62;52,62;52,62;52,62;52,62;52,62;52,62;0,00;52,62;0,00;0,00;52,62;52,62;51,62;52,62;52,62;51,62;0,00;52,62;0,00;52,62
20080119;3;51,98;0,00;52,00;52,00;52,00;52,00;52,00;52,00;52,00;52,00;52,00;0,00;52,00;0,00;0,00;52,00;52,00;51,65;52,00;52,00;51,65;0,00;52,00;0,00;52,00
20080119;4;51,24;0,00;52,62;52,62;52,62;52,62;52,62;52,62;52,62;52,62;52,62;0,00;52,62;0,00;0,00;52,62;52,62;29,65;52,62;52,62;29,65;0,00;52,62;0,00;52,62
20080119;5;51,25;0,00;52,62;52,62;52,62;52,62;52,62;52,62;52,62;52,62;52,62;0,00;52,62;0,00;0,00;52,62;52,62;29,65;52,62;52,62;29,65;0,00;52,62;0,00;52,62
20080119;6;51,24;0,00;52,62;52,62;52,62;52,62;52,62;52,62;52,62;52,62;52,62;0,00;52,62;0,00;0,00;52,62;52,62;29,65;52,62;52,62;29,65;0,00;52,62;0,00;52,62
20080119;7;63,65;0,00;63,65;63,65;63,65;63,65;63,65;63,65;63,65;63,65;63,65;0,00;63,65;0,00;0,00;63,65;63,65;63,65;63,65;63,65;63,65;0,00;63,65;0,00;63,65
20080119;8;70,66;0,00;70,64;70,64;70,64;71,09;71,09;70,64;71,09;70,64;70,64;0,00;70,64;0,00;0,00;70,64;70,64;70,64;70,64;71,09;70,64;0,00;70,64;0,00;70,64
20080119;9;137,74;0,00;137,73;137,73;137,73;138,00;138,00;137,73;138,00;137,73;137,73;0,00;137,73;0,00;0,00;137,73;137,73;137,73;137,73;138,00;137,73;0,00;137,73;0,00;137,73
20080119;10;140,09;0,00;138,62;154,79;138,62;155,00;155,00;138,62;155,00;137,94;137,94;0,00;138,62;0,00;0,00;137,94;137,94;138,27;138,62;155,00;154,79;0,00;138,62;0,00;137,94
20080119;11;139,44;0,00;138,62;149,79;138,62;150,00;150,00;138,62;150,00;137,80;137,80;0,00;138,62;0,00;0,00;137,80;137,80;149,79;138,62;150,00;149,79;0,00;138,62;0,00;137,80
20080119;12;128,35;0,00;126,62;146,79;126,62;147,00;147,00;126,62;147,00;125,55;125,55;0,00;126,62;0,00;0,00;125,55;125,55;146,79;126,62;147,00;146,79;0,00;126,62;0,00;125,55
20080119;13;73,34;0,00;73,62;74,09;73,62;74,09;74,09;73,62;74,09;73,00;73,00;0,00;73,62;0,00;0,00;73,00;73,00;74,09;73,62;74,09;74,09;0,00;73,62;0,00;73,00
20080119;14;60,66;0,00;60,64;60,64;60,64;61,10;61,10;60,64;61,10;60,64;60,64;0,00;60,64;0,00;0,00;60,64;60,64;60,64;60,64;61,10;60,64;0,00;60,64;0,00;60,64
20080119;15;60,66;0,00;60,64;60,64;60,64;61,10;61,10;60,64;61,10;60,64;60,64;0,00;60,64;0,00;0,00;60,64;60,64;60,64;60,64;61,10;60,64;0,00;60,64;0,00;60,64
20080119;16;69,09;0,00;69,59;69,61;69,59;70,09;70,09;69,59;70,09;68,61;68,61;0,00;69,59;0,00;0,00;68,61;68,61;69,61;69,59;70,09;69,61;0,00;69,59;0,00;68,61
20080119;17;75,05;0,00;75,62;75,62;75,62;76,09;76,09;75,62;76,09;74,51;74,51;75,62;75,62;0,00;0,00;74,51;74,51;75,62;75,62;76,09;75,62;0,00;75,62;0,00;74,51
20080119;18;116,50;0,00;139,34;160,94;139,34;139,34;139,34;139,34;139,34;92,21;92,21;139,34;139,34;0,00;0,00;92,21;92,21;160,94;139,34;139,34;160,94;0,00;139,34;0,00;92,21
20080119;19;135,08;0,00;160,64;170,00;160,64;161,10;161,10;160,64;161,10;110,00;110,00;160,64;160,64;0,00;0,00;110,00;110,00;170,00;160,64;161,10;170,00;0,00;160,64;0,00;110,00
20080119;20;122,88;0,00;152,34;170,00;152,34;152,60;152,60;152,34;152,60;92,51;92,51;152,34;152,34;0,00;0,00;92,51;92,51;170,00;152,34;152,60;170,00;0,00;152,34;0,00;92,51
20080119;21;92,56;0,00;92,64;165,95;92,64;93,10;93,10;92,64;93,10;80,00;80,00;92,64;92,64;0,00;0,00;80,00;80,00;165,95;92,64;93,10;165,95;0,00;92,64;0,00;80,00
20080119;22;79,64;0,00;72,62;160,00;72,62;73,09;73,09;72,62;73,09;71,53;71,53;72,62;72,62;0,00;0,00;71,53;71,53;160,00;72,62;73,09;160,00;0,00;72,62;0,00;71,53
20080119;23;68,26;0,00;68,62;68,65;68,62;68,62;68,62;68,62;68,62;67,92;67,92;68,62;68,62;0,00;0,00;67,92;67,92;68,65;68,62;68,62;68,65;0,00;68,62;0,00;67,92
20080119;24;59,04;0,00;59,00;59,50;59,00;59,00;59,00;59,00;59,00;59,00;59,00;59,00;59,00;0,00;0,00;59,00;59,00;59,50;59,00;59,00;59,50;0,00;59,00;0,00;59,00
20080120;1;62,66;0,00;62,62;62,62;62,62;63,60;63,60;62,62;63,60;62,62;62,62;62,62;62,62;0,00;0,00;62,62;62,62;62,62;62,62;63,60;62,62;0,00;62,62;0,00;62,62
20080120;2;42,08;0,00;43,00;43,00;43,00;43,00;43,00;43,00;43,00;43,00;43,00;43,00;43,00;0,00;0,00;43,00;43,00;29,60;43,00;43,00;29,60;0,00;43,00;0,00;43,00
20080120;3;31,84;0,00;32,00;32,00;32,00;32,00;32,00;32,00;32,00;32,00;32,00;32,00;32,00;0,00;0,00;32,00;32,00;29,60;32,00;32,00;29,60;0,00;32,00;0,00;32,00
20080120;4;30,67;0,00;29,65;29,65;29,65;52,02;52,02;29,65;52,02;29,65;29,65;29,65;29,65;0,00;0,00;29,65;29,65;29,57;29,65;52,02;29,57;0,00;29,65;0,00;29,65
20080120;5;30,54;0,00;29,50;29,50;29,50;52,03;52,03;29,50;52,03;29,50;29,50;29,50;29,50;0,00;0,00;29,50;29,50;29,50;29,50;52,03;29,50;0,00;29,50;0,00;29,50
20080120;6;30,58;0,00;29,55;29,55;29,55;52,04;52,04;29,55;52,04;29,55;29,55;29,55;29,55;0,00;0,00;29,55;29,55;29,55;29,55;52,04;29,55;0,00;29,55;0,00;29,55
20080120;7;30,62;0,00;29,60;29,60;29,60;52,05;52,05;29,60;52,05;29,60;29,60;29,60;29,60;0,00;0,00;29,60;29,60;29,60;29,60;52,05;29,60;0,00;29,60;0,00;29,60
20080120;8;62,28;0,00;59,62;59,62;59,62;120,00;120,00;59,62;120,00;59,62;59,62;59,62;59,62;0,00;0,00;59,62;59,62;58,62;59,62;120,00;58,62;0,00;59,62;0,00;59,62
20080120;9;67,13;0,00;64,59;64,59;64,59;120,00;120,00;64,59;120,00;64,59;64,59;64,59;64,59;0,00;0,00;64,59;64,59;64,59;64,59;120,00;64,59;0,00;64,59;0,00;64,59
20080120;10;74,68;0,00;70,88;99,65;70,88;100,05;100,05;70,88;100,05;70,88;70,88;70,88;70,88;0,00;0,00;70,88;70,88;99,65;70,88;100,05;99,65;0,00;70,88;0,00;70,88
20080120;11;90,09;0,00;85,15;124,65;85,15;120,00;120,00;85,15;120,00;85,15;85,15;85,15;85,15;0,00;0,00;85,15;85,15;124,65;85,15;120,00;124,65;0,00;85,15;0,00;85,15
20080120;12;90,05;0,00;85,15;124,65;85,15;120,00;120,00;85,15;120,00;85,15;85,15;85,15;85,15;0,00;0,00;85,15;85,15;124,65;85,15;120,00;124,65;0,00;85,15;0,00;85,15
20080120;13;81,47;0,00;77,16;106,65;77,16;117,60;117,60;77,16;117,60;77,16;77,16;77,16;77,16;0,00;0,00;77,16;77,16;106,65;77,16;117,60;106,65;0,00;77,16;0,00;77,16
20080120;14;71,76;0,00;70,65;83,62;70,65;70,65;70,65;70,65;70,65;70,65;70,65;70,65;70,65;0,00;0,00;70,65;70,65;83,62;70,65;70,65;83,62;0,00;70,65;0,00;70,65
20080120;15;68,08;0,00;67,02;79,59;67,02;67,02;67,02;67,02;67,02;67,02;67,02;67,02;67,02;0,00;0,00;67,02;67,02;79,59;67,02;67,02;79,59;0,00;67,02;0,00;67,02
20080120;16;68,08;0,00;67,02;79,59;67,02;67,02;67,02;67,02;67,02;67,02;67,02;67,02;67,02;0,00;0,00;67,02;67,02;79,59;67,02;67,02;79,59;0,00;67,02;0,00;67,02
20080120;17;75,19;0,00;79,50;79,50;79,50;79,50;79,50;79,50;79,50;71,18;71,18;79,50;79,50;0,00;0,00;71,18;71,18;79,59;79,50;79,50;79,59;0,00;79,50;0,00;71,18
20080120;18;89,51;0,00;89,50;89,50;89,50;89,50;89,50;89,50;89,50;89,50;89,50;89,50;89,50;0,00;0,00;89,50;89,50;89,65;89,50;89,50;89,65;0,00;89,50;0,00;89,50
20080120;19;131,21;0,00;130,94;130,94;130,94;141,60;141,60;130,94;141,60;130,60;130,60;130,94;130,94;0,00;0,00;130,60;130,60;130,94;130,94;141,60;130,94;0,00;130,94;0,00;130,60
20080120;20;154,01;0,00;154,94;154,94;154,94;154,94;154,94;154,94;154,94;153,15;153,15;154,94;154,94;0,00;0,00;153,15;153,15;154,94;154,94;154,94;154,94;0,00;154,94;0,00;153,15
20080120;21;130,84;0,00;131,65;131,65;131,65;132,60;132,60;131,65;132,60;130,00;130,00;131,65;131,65;0,00;0,00;130,00;130,00;131,65;131,65;132,60;131,65;0,00;131,65;0,00;130,00
20080120;22;104,58;0,00;104,55;104,55;104,55;105,00;105,00;104,55;105,00;104,55;104,55;104,55;104,55;0,00;0,00;104,55;104,55;104,65;104,55;105,00;104,65;0,00;104,55;0,00;104,55
20080120;23;82,59;0,00;82,57;82,57;82,57;82,94;82,94;82,57;82,94;82,57;82,57;82,57;82,57;0,00;0,00;82,57;82,57;82,60;82,57;82,94;82,60;0,00;82,57;0,00;82,57
20080120;24;69,53;0,00;69,53;69,53;69,53;69,53;69,53;69,53;69,53;69,53;69,53;69,53;69,53;0,00;0,00;69,53;69,53;69,57;69,53;69,53;69,57;0,00;69,53;0,00;69,53
20080121;1;29,65;0,00;29,65;29,65;29,65;29,65;29,65;29,65;29,65;29,65;29,65;29,65;29,65;0,00;0,00;29,65;29,65;29,60;29,65;29,65;29,60;0,00;29,65;0,00;29,65
20080121;2;29,50;0,00;29,50;29,50;29,50;29,50;29,50;29,50;29,50;29,50;29,50;29,50;29,50;0,00;0,00;29,50;29,50;29,50;29,50;29,50;29,50;0,00;29,50;0,00;29,50
20080121;3;29,00;0,00;29,00;29,00;29,00;29,00;29,00;29,00;29,00;29,00;29,00;29,00;29,00;0,00;0,00;29,00;29,00;29,00;29,00;29,00;29,00;0,00;29,00;0,00;29,00
20080121;4;29,00;0,00;29,00;29,00;29,00;29,00;29,00;29,00;29,00;29,00;29,00;29,00;29,00;0,00;0,00;29,00;29,00;29,00;29,00;29,00;29,00;0,00;29,00;0,00;29,00
20080121;5;29,00;0,00;29,00;29,00;29,00;29,00;29,00;29,00;29,00;29,00;29,00;29,00;29,00;0,00;0,00;29,00;29,00;29,00;29,00;29,00;29,00;0,00;29,00;0,00;29,00
20080121;6;30,07;0,00;29,00;29,00;29,00;54,44;54,44;29,00;54,44;29,00;29,00;29,00;29,00;0,00;0,00;29,00;29,00;29,00;29,00;54,44;29,00;0,00;29,00;0,00;29,00
20080121;7;52,91;0,00;52,12;52,12;52,12;72,44;72,44;52,12;72,44;52,12;52,12;52,12;52,12;0,00;0,00;52,12;52,12;52,12;52,12;72,44;52,12;0,00;52,12;0,00;52,12
20080121;8;82,31;0,00;80,00;80,00;80,00;105,00;105,00;80,00;105,00;80,00;80,00;80,00;80,00;0,00;0,00;80,00;80,00;104,65;80,00;105,00;104,65;0,00;80,00;0,00;80,00
20080121;9;82,19;0,00;80,00;80,00;80,00;104,72;104,72;80,00;104,72;80,00;80,00;80,00;80,00;0,00;0,00;80,00;80,00;104,65;80,00;104,72;104,65;0,00;80,00;0,00;80,00
20080121;10;88,58;0,00;90,97;90,97;90,97;120,00;120,00;90,97;120,00;80,00;80,00;90,97;90,97;0,00;0,00;80,00;80,00;148,94;90,97;120,00;148,94;0,00;90,97;0,00;80,00
20080121;11;104,47;0,00;99,90;99,90;99,90;120,00;120,00;99,90;120,00;99,90;99,90;99,90;99,90;0,00;0,00;99,90;99,90;173,65;99,90;120,00;173,65;0,00;99,90;0,00;99,90
20080121;12;89,16;0,00;101,15;101,15;101,15;120,00;120,00;101,15;120,00;75,00;75,00;101,15;101,15;0,00;0,00;75,00;75,00;156,65;101,15;120,00;156,65;0,00;101,15;0,00;75,00
20080121;13;70,29;0,00;68,00;68,00;68,00;93,70;93,70;68,00;93,70;68,00;68,00;68,00;68,00;0,00;0,00;68,00;68,00;93,65;68,00;93,70;93,65;0,00;68,00;0,00;68,00
20080121;14;71,54;0,00;70,00;70,00;70,00;87,70;87,70;70,00;87,70;70,00;70,00;70,00;70,00;0,00;0,00;70,00;70,00;87,65;70,00;87,70;87,65;0,00;70,00;0,00;70,00
20080121;15;79,41;0,00;82,15;82,15;82,15;101,10;101,10;82,15;101,10;75,00;75,00;82,15;82,15;0,00;0,00;75,00;75,00;99,65;82,15;101,10;99,65;0,00;82,15;0,00;75,00
20080121;16;88,79;0,00;102,15;102,15;102,15;120,00;120,00;102,15;120,00;75,00;75,00;102,15;102,15;0,00;0,00;75,00;75,00;144,65;102,15;120,00;144,65;0,00;102,15;0,00;75,00
20080121;17;98,91;0,00;117,15;117,15;117,15;159,50;159,50;117,15;159,50;80,00;80,00;117,15;117,15;0,00;0,00;80,00;80,00;159,65;117,15;159,50;159,65;0,00;117,15;0,00;80,00
20080121;18;129,48;0,00;174,83;174,83;174,83;176,10;176,10;174,83;176,10;94,90;94,90;174,83;174,83;0,00;0,00;94,90;94,90;175,27;174,83;176,10;182,71;0,00;174,83;0,00;94,90
20080121;19;102,38;0,00;119,88;119,88;119,88;120,00;120,00;119,88;120,00;80,00;80,00;119,88;119,88;0,00;0,00;80,00;80,00;120,50;119,88;120,00;199,00;0,00;119,88;0,00;80,00
20080121;20;91,25;0,00;105,88;105,88;105,88;106,00;106,00;105,88;106,00;73,00;73,00;105,88;105,88;0,00;0,00;73,00;73,00;106,50;105,88;106,00;160,80;0,00;105,88;0,00;73,00
20080121;21;84,41;0,00;86,00;86,00;86,00;106,10;106,10;86,00;106,10;73,00;73,00;86,00;86,00;0,00;0,00;73,00;73,00;105,50;86,00;106,10;160,00;0,00;86,00;0,00;73,00
20080121;22;65,69;0,00;65,00;65,00;65,00;72,09;72,09;65,00;72,09;65,00;65,00;65,00;65,00;0,00;0,00;65,00;65,00;71,50;65,00;72,09;71,63;0,00;65,00;0,00;65,00
20080121;23;59,64;0,00;59,62;59,62;59,62;60,10;60,10;59,62;60,10;59,62;59,62;59,62;59,62;0,00;0,00;59,62;59,62;59,62;59,62;60,10;59,62;0,00;59,62;0,00;59,62
20080121;24;61,64;0,00;59,30;59,30;59,30;120,00;120,00;59,30;120,00;59,30;59,30;59,30;59,30;0,00;0,00;59,30;59,30;59,30;59,30;120,00;59,30;0,00;59,30;0,00;59,30
20080122;1;52,00;0,00;52,00;52,00;52,00;52,00;52,00;52,00;52,00;52,00;52,00;52,00;52,00;0,00;0,00;52,00;52,00;52,00;52,00;52,00;52,00;0,00;52,00;0,00;52,00
20080122;2;39,00;0,00;39,00;39,00;39,00;39,00;39,00;39,00;39,00;39,00;39,00;39,00;39,00;0,00;0,00;39,00;39,00;39,00;39,00;39,00;39,00;0,00;39,00;0,00;39,00
20080122;3;32,00;0,00;32,00;32,00;32,00;32,00;32,00;32,00;32,00;32,00;32,00;32,00;32,00;0,00;0,00;32,00;32,00;32,00;32,00;32,00;32,00;0,00;32,00;0,00;32,00
20080122;4;29,53;0,00;29,53;29,53;29,53;29,53;29,53;29,53;29,53;29,53;29,53;29,53;29,53;0,00;0,00;29,53;29,53;29,53;29,53;29,53;29,53;0,00;29,53;0,00;29,53
20080122;5;29,53;0,00;29,53;29,53;29,53;29,53;29,53;29,53;29,53;29,53;29,53;29,53;29,53;0,00;0,00;29,53;29,53;29,53;29,53;29,53;29,53;0,00;29,53;0,00;29,53
20080122;6;42,50;0,00;42,50;42,50;42,50;42,50;42,50;42,50;42,50;42,50;42,50;42,50;42,50;0,00;0,00;42,50;42,50;42,50;42,50;42,50;42,50;0,00;42,50;0,00;42,50
20080122;7;68,52;0,00;68,52;68,52;68,52;68,52;68,52;68,52;68,52;68,52;68,52;68,52;68,52;0,00;0,00;68,52;68,52;68,59;68,52;68,52;68,59;0,00;68,52;0,00;68,52
20080122;8;110,24;0,00;124,00;124,00;124,00;124,00;124,00;124,00;124,00;100,00;100,00;124,00;124,00;0,00;0,00;100,00;100,00;125,61;124,00;124,00;125,61;0,00;124,00;0,00;100,00
20080122;9;131,77;0,00;131,72;131,72;131,72;131,72;131,72;131,72;131,72;131,72;131,72;131,72;131,72;0,00;0,00;131,72;131,72;132,27;131,72;131,72;132,61;0,00;131,72;0,00;131,72
20080122;10;123,19;0,00;155,61;155,61;155,63;155,63;155,63;155,63;155,63;100,00;100,00;155,61;155,63;0,00;0,00;100,00;100,00;155,61;155,61;155,63;155,61;0,00;155,63;0,00;100,00
20080122;11;119,84;0,00;155,05;155,05;155,05;155,05;155,05;155,05;155,05;95,00;95,00;155,05;155,05;0,00;0,00;95,00;95,00;155,61;155,05;155,05;155,61;0,00;155,05;0,00;95,00
20080122;12;124,81;0,00;174,54;174,54;174,54;174,54;174,54;174,54;174,54;89,89;89,89;174,54;174,54;0,00;0,00;89,89;89,89;175,00;174,54;174,54;175,00;0,00;174,54;0,00;89,89
20080122;13;88,32;0,00;92,70;92,70;92,70;92,70;92,70;92,70;92,70;85,00;85,00;92,70;92,70;0,00;0,00;85,00;85,00;93,00;92,70;92,70;93,00;0,00;92,70;0,00;85,00
20080122;14;87,65;0,00;87,65;87,65;87,65;87,65;87,65;87,65;87,65;87,65;87,65;87,65;87,65;0,00;0,00;87,65;87,65;87,65;87,65;87,65;87,65;0,00;87,65;0,00;87,65
20080122;15;97,26;0,00;100,52;100,52;100,52;100,52;100,52;100,52;100,52;95,00;95,00;100,52;100,52;0,00;0,00;95,00;95,00;100,65;100,52;100,52;100,65;0,00;100,52;0,00;95,00
20080122;16;98,78;0,00;106,65;106,65;106,65;106,65;106,65;106,65;106,65;93,34;93,34;106,65;106,65;0,00;0,00;93,34;93,34;106,65;106,65;106,65;106,65;0,00;106,65;0,00;93,34
20080122;17;108,74;0,00;134,88;134,88;134,88;134,88;134,88;134,88;134,88;90,00;90,00;134,88;134,88;0,00;0,00;90,00;90,00;135,00;134,88;134,88;135,00;0,00;134,88;0,00;90,00
20080122;18;141,83;0,00;190,02;190,02;190,02;190,02;190,02;190,02;190,02;104,99;104,99;190,02;190,02;0,00;0,00;104,99;104,99;190,65;190,02;190,02;190,65;0,00;190,02;0,00;104,99
20080122;19;129,93;0,00;177,62;177,62;177,62;177,62;177,62;177,62;177,62;91,51;91,51;177,62;177,62;0,00;0,00;91,51;91,51;177,81;177,62;177,62;177,81;0,00;177,62;0,00;91,51
20080122;20;86,90;0,00;95,00;95,00;95,00;95,00;95,00;95,00;95,00;80,00;80,00;95,00;95,00;0,00;0,00;80,00;80,00;96,10;95,00;95,00;96,10;0,00;95,00;0,00;80,00
