"   Data/Date
(YYYYMMDD)";"Ora
Hour";PUN;AUST;BRNN;BSP;CNOR;COAC;CORS;CSUD;FOGN;FRAN;GREC;NORD;PRGP;ROSN;SARD;SICI;SLOV;SUD;SVIZ
20130101;13;59,91;57,74;57,74;11,50;57,74;57,74;57,74;57,74;57,74;57,74;57,74;57,74;83,00;57,74;57,74;83,00;57,74;57,74;57,74
20130101;14;49,00;45,93;45,93;12,10;45,93;45,93;45,93;45,93;45,93;45,93;45,93;45,93;83,00;45,93;45,93;83,00;45,93;45,93;45,93
20130101;15;52,58;50,00;50,00;11,70;50,00;50,00;50,00;50,00;50,00;50,00;50,00;50,00;83,00;50,00;50,00;83,00;50,00;50,00;50,00
20130101;16;61,79;60,00;60,00;11,03;60,00;60,00;60,00;60,00;60,00;60,00;60,00;60,00;83,00;60,00;60,00;83,00;60,00;60,00;60,00
20130101;17;66,45;64,99;64,99;19,35;64,99;64,99;64,99;64,99;64,99;64,99;64,99;64,99;84,00;64,99;64,99;84,00;64,99;64,99;64,99
20130101;18;77,53;74,00;74,00;31,00;74,00;74,00;74,00;74,00;74,00;74,00;74,00;74,00;120,01;74,00;74,00;120,01;74,00;74,00;74,00
20130101;19;78,96;75,11;75,11;37,00;75,11;75,11;75,11;75,11;75,11;75,11;75,11;75,11;125,01;75,11;75,11;125,01;75,11;75,11;75,11
20130101;20;86,39;83,13;83,13;36,57;83,13;83,13;83,13;83,13;83,13;83,13;83,13;83,13;125,01;83,13;83,13;125,01;83,13;83,13;83,13
20130101;21;81,36;77,97;77,97;55,00;77,97;77,97;77,97;77,97;77,97;77,97;77,97;77,97;120,01;77,97;77,97;120,01;77,97;77,97;77,97
20130101;22;80,51;77,83;77,83;55,00;77,83;77,83;77,83;77,83;77,83;77,83;77,83;77,83;110,01;77,83;77,83;110,01;77,83;77,83;77,83
20130101;23;76,68;73,99;73,99;34,61;73,99;73,99;73,99;73,99;73,99;73,99;73,99;73,99;105,01;73,99;73,99;105,01;73,99;73,99;73,99
20130101;24;67,64;64,99;64,99;20,50;64,99;64,99;64,99;64,99;64,99;64,99;64,99;64,99;95,01;64,99;64,99;95,01;64,99;64,99;64,99
20130102;1;49,47;46,50;46,50;21,96;46,50;46,50;46,50;46,50;46,50;46,50;46,50;46,50;81,00;46,50;46,50;81,00;46,50;46,50;46,50
20130102;2;37,86;35,57;35,57;23,49;35,57;35,57;35,57;35,57;35,57;35,57;35,57;35,57;62,62;35,57;35,57;62,62;35,57;35,57;35,57
20130102;3;37,01;35,29;35,29;19,23;35,29;35,29;35,29;35,29;35,29;35,29;35,29;35,29;56,00;35,29;35,29;56,00;35,29;35,29;35,29
20130102;4;36,48;34,75;34,75;14,21;34,75;34,75;34,75;34,75;34,75;34,75;34,75;34,75;56,00;34,75;34,75;56,00;34,75;34,75;34,75
20130102;5;34,75;34,75;34,75;14,89;34,75;34,75;34,75;34,75;34,75;34,75;34,75;34,75;34,75;34,75;34,75;34,75;34,75;34,75;34,75
20130102;6;36,94;35,32;35,32;21,15;35,32;35,32;35,32;35,32;35,32;35,32;35,32;35,32;56,00;35,32;35,32;56,00;35,32;35,32;35,32
20130102;7;59,02;60,00;56,00;33,50;56,00;56,00;56,00;56,00;56,00;60,00;56,00;60,00;68,46;56,00;56,00;68,46;60,00;56,00;60,00
20130102;8;68,06;65,00;65,00;65,00;65,00;65,00;65,00;65,00;65,00;65,00;65,00;65,00;109,00;65,00;65,00;109,00;65,00;65,00;65,00
20130102;9;74,32;71,68;71,68;37,74;71,68;71,68;71,68;71,68;71,68;71,68;71,68;71,68;109,08;71,68;71,68;109,08;71,68;71,68;71,68
20130102;10;73,64;72,29;68,00;39,66;72,29;68,00;68,00;68,00;68,00;72,29;68,00;72,29;109,08;68,00;68,00;109,08;72,29;68,00;72,29
20130102;11;71,47;71,90;68,00;40,40;71,90;68,00;68,00;68,00;68,00;71,90;68,00;71,90;82,07;68,00;68,00;82,07;71,90;68,00;71,90
20130102;12;68,51;68,79;68,02;41,04;68,79;68,02;68,02;68,02;68,02;68,79;68,02;68,79;68,02;68,02;68,02;68,02;68,79;68,02;68,79
20130102;13;65,00;65,00;65,00;41,57;65,00;65,00;65,00;65,00;65,00;65,00;65,00;65,00;65,00;65,00;65,00;65,00;65,00;65,00;65,00
20130102;14;63,50;63,50;63,50;40,79;63,50;63,50;63,50;63,50;63,50;63,50;63,50;63,50;63,50;63,50;63,50;63,50;63,50;63,50;63,50
20130102;15;65,28;65,00;65,00;40,53;65,00;65,00;65,00;65,00;65,00;65,00;65,00;65,00;68,90;65,00;65,00;68,90;65,00;65,00;65,00
20130102;16;69,29;68,08;68,00;42,24;68,08;68,00;68,00;68,00;68,00;68,08;68,00;68,08;85,22;68,00;68,00;85,22;68,08;68,00;68,08
20130102;17;75,83;75,11;75,11;47,43;75,11;75,11;75,11;75,11;75,11;75,11;75,11;75,11;85,08;75,11;75,11;85,08;75,11;75,11;75,11
20130102;18;97,92;94,95;94,95;55,22;94,95;94,95;94,95;94,95;94,95;94,95;94,95;94,95;135,07;94,95;94,95;135,07;94,95;94,95;94,95
20130102;19;97,37;94,28;94,28;53,42;94,28;94,28;94,28;94,28;94,28;94,28;94,28;94,28;135,07;94,28;94,28;135,07;94,28;94,28;94,28
20130102;20;88,85;86,27;86,27;50,00;86,27;86,27;86,27;86,27;86,27;86,27;86,27;86,27;119,07;86,27;86,27;119,07;86,27;86,27;86,27
20130102;21;76,40;72,64;72,64;50,00;72,64;72,64;72,64;72,64;72,64;72,64;72,64;72,64;119,07;72,64;72,64;119,07;72,64;72,64;72,64
20130102;22;71,55;68,18;68,18;42,31;68,18;68,18;68,18;68,18;68,18;68,18;68,18;68,18;109,04;68,18;68,18;109,04;68,18;68,18;68,18
20130102;23;69,68;66,52;66,52;36,04;66,52;66,52;66,52;66,52;66,52;66,52;66,52;66,52;104,06;66,52;66,52;104,06;66,52;66,52;66,52
20130102;24;65,69;63,01;63,01;30,18;63,01;63,01;63,01;63,01;63,01;63,01;63,01;63,01;95,11;63,01;63,01;95,11;63,01;63,01;63,01
20130103;1;60,72;60,00;60,00;26,42;60,00;60,00;60,00;60,00;60,00;60,00;60,00;60,00;68,79;60,00;60,00;68,79;60,00;60,00;60,00
20130103;2;52,77;51,90;51,90;17,22;51,90;51,90;51,90;51,90;51,90;51,90;51,90;51,90;62,81;51,90;51,90;62,81;51,90;51,90;51,90
20130103;3;38,04;36,50;36,50;15,58;36,50;36,50;36,50;36,50;36,50;36,50;36,50;36,50;56,00;36,50;36,50;56,00;36,50;36,50;36,50
20130103;4;37,52;35,95;35,95;14,24;35,95;35,95;35,95;35,95;35,95;35,95;35,95;35,95;56,00;35,95;35,95;56,00;35,95;35,95;35,95
20130103;5;37,51;35,95;35,95;14,00;35,95;35,95;35,95;35,95;35,95;35,95;35,95;35,95;56,00;35,95;35,95;56,00;35,95;35,95;35,95
20130103;6;48,54;47,93;47,93;23,29;47,93;47,93;47,93;47,93;47,93;47,93;47,93;47,93;56,00;47,93;47,93;56,00;47,93;47,93;47,93
20130103;7;61,50;60,00;60,00;39,00;60,00;60,00;60,00;60,00;60,00;60,00;60,00;60,00;81,01;60,00;60,00;81,01;60,00;60,00;60,00
20130103;8;70,84;68,00;68,00;47,54;68,00;68,00;68,00;68,00;68,00;68,00;68,00;68,00;109,01;68,00;68,00;109,01;68,00;68,00;68,00
20130103;9;75,02;72,47;72,47;51,81;72,47;72,47;72,47;72,47;72,47;72,47;72,47;72,47;109,07;72,47;72,47;109,07;72,47;72,47;72,47
20130103;10;74,62;72,00;72,00;51,50;72,00;72,00;72,00;72,00;72,00;72,00;72,00;72,00;109,08;72,00;72,00;109,08;72,00;72,00;72,00
20130103;11;69,69;68,62;68,34;48,00;68,62;68,34;68,34;68,34;68,34;68,62;68,34;68,62;85,08;68,34;68,34;85,08;68,62;68,34;68,62
20130103;12;66,43;65,04;65,04;45,26;65,04;65,04;65,04;65,04;65,04;65,04;65,04;65,04;85,06;65,04;65,04;85,06;65,04;65,04;65,04
20130103;13;61,81;60,01;60,01;48,42;60,01;60,01;60,01;60,01;60,01;60,01;60,01;60,01;85,06;60,01;60,01;85,06;60,01;60,01;60,01
20130103;14;61,81;60,01;60,01;46,66;60,01;60,01;60,01;60,01;60,01;60,01;60,01;60,01;85,06;60,01;60,01;85,06;60,01;60,01;60,01
20130103;15;65,51;64,00;64,00;39,95;64,00;64,00;64,00;64,00;64,00;64,00;64,00;64,00;85,06;64,00;64,00;85,06;64,00;64,00;64,00
20130103;16;69,23;68,00;68,00;41,91;68,00;68,00;68,00;68,00;68,00;68,00;68,00;68,00;85,06;68,00;68,00;85,06;68,00;68,00;68,00
20130103;17;73,73;72,85;72,85;47,93;72,85;72,85;72,85;72,85;72,85;72,85;72,85;72,85;85,07;72,85;72,85;85,07;72,85;72,85;72,85
20130103;18;93,81;90,52;90,52;65,00;90,52;90,52;90,52;90,52;90,52;90,52;90,52;90,52;135,07;90,52;90,52;135,07;90,52;90,52;90,52
20130103;19;94,77;90,07;90,07;60,00;90,07;90,07;90,07;90,07;90,07;90,07;90,07;90,07;152,09;90,07;90,07;152,09;90,07;90,07;90,07
20130103;20;90,70;85,45;85,45;55,00;85,45;85,45;85,45;85,45;85,45;85,45;85,45;85,45;152,09;85,45;85,45;152,09;85,45;85,45;85,45
20130103;21;73,98;70,00;70,00;61,30;70,00;70,00;70,00;70,00;70,00;70,00;70,00;70,00;119,07;70,00;70,00;119,07;70,00;70,00;70,00
20130103;22;71,38;68,00;68,00;48,53;68,00;68,00;68,00;68,00;68,00;68,00;68,00;68,00;109,07;68,00;68,00;109,07;68,00;68,00;68,00
20130103;23;71,02;67,99;67,99;53,00;67,99;67,99;67,99;67,99;67,99;67,99;67,99;67,99;104,06;67,99;67,99;104,06;67,99;67,99;67,99
20130103;24;62,99;60,07;60,07;42,00;60,07;60,07;60,07;60,07;60,07;60,07;60,07;60,07;95,16;60,07;60,07;95,16;60,07;60,07;60,07
20130104;1;61,73;60,00;60,00;25,83;60,00;60,00;60,00;60,00;60,00;60,00;60,00;60,00;81,01;60,00;60,00;81,01;60,00;60,00;60,00
20130104;2;59,67;58,89;58,89;19,80;58,89;58,89;58,89;58,89;58,89;58,89;58,89;58,89;68,58;58,89;58,89;68,58;58,89;58,89;58,89
20130104;3;49,09;47,93;47,93;18,18;47,93;47,93;47,93;47,93;47,93;47,93;47,93;47,93;62,55;47,93;47,93;62,55;47,93;47,93;47,93
20130104;4;45,86;45,00;45,00;14,10;45,00;45,00;45,00;45,00;45,00;45,00;45,00;45,00;56,00;45,00;45,00;56,00;45,00;45,00;45,00
20130104;5;44,95;44,02;44,02;14,56;44,02;44,02;44,02;44,02;44,02;44,02;44,02;44,02;56,00;44,02;44,02;56,00;44,02;44,02;44,02
20130104;6;50,33;49,87;49,87;23,56;49,87;49,87;49,87;49,87;49,87;49,87;49,87;49,87;56,00;49,87;49,87;56,00;49,87;49,87;49,87
20130104;7;62,44;61,00;61,00;34,80;61,00;61,00;61,00;61,00;61,00;61,00;61,00;61,00;81,00;61,00;61,00;81,00;61,00;61,00;61,00
20130104;8;72,17;69,30;69,30;46,00;69,30;69,30;69,30;69,30;69,30;69,30;69,30;69,30;110,07;69,30;69,30;110,07;69,30;69,30;69,30
20130104;9;74,37;71,64;71,64;46,44;71,64;71,64;71,64;71,64;71,64;71,64;71,64;71,64;110,00;71,64;71,64;110,00;71,64;71,64;71,64
20130104;10;71,72;68,75;68,75;47,01;68,75;68,75;68,75;68,75;68,75;68,75;68,75;68,75;110,00;68,75;68,75;110,00;68,75;68,75;68,75
20130104;11;66,52;65,00;65,00;45,25;65,00;65,00;65,00;65,00;65,00;65,00;65,00;65,00;86,00;65,00;65,00;86,00;65,00;65,00;65,00
20130104;12;65,64;64,05;64,05;44,50;64,05;64,05;64,05;64,05;64,05;64,05;64,05;64,05;86,00;64,05;64,05;86,00;64,05;64,05;64,05
20130104;13;61,03;59,00;59,00;45,00;59,00;59,00;59,00;59,00;59,00;59,00;59,00;59,00;86,00;59,00;59,00;86,00;59,00;59,00;59,00
20130104;14;58,79;57,97;57,97;47,26;57,97;57,97;57,97;57,97;57,97;57,97;57,97;57,97;68,80;57,97;57,97;68,80;57,97;57,97;57,97
20130104;15;61,95;60,00;60,00;42,66;60,00;60,00;60,00;60,00;60,00;60,00;60,00;60,00;86,00;60,00;60,00;86,00;60,00;60,00;60,00
20130104;16;64,72;63,01;63,01;43,00;63,01;63,01;63,01;63,01;63,01;63,01;63,01;63,01;86,00;63,01;63,01;86,00;63,01;63,01;63,01
20130104;17;70,08;68,80;68,80;58,24;68,80;68,80;68,80;68,80;68,80;68,80;68,80;68,80;86,00;68,80;68,80;86,00;68,80;68,80;68,80
20130104;18;87,11;83,13;83,13;66,37;83,13;83,13;83,13;83,13;83,13;83,13;83,13;83,13;136,01;83,13;83,13;136,01;83,13;83,13;83,13
20130104;19;89,31;85,45;85,45;61,28;85,45;85,45;85,45;85,45;85,45;85,45;85,45;85,45;136,01;85,45;85,45;136,01;85,45;85,45;85,45
20130104;20;83,18;80,00;80,00;58,06;80,00;80,00;80,00;80,00;80,00;80,00;80,00;80,00;120,01;80,00;80,00;120,01;80,00;80,00;80,00
20130104;21;73,70;69,54;69,54;47,84;69,54;69,54;69,54;69,54;69,54;69,54;69,54;69,54;120,01;69,54;69,54;120,01;69,54;69,54;69,54
20130104;22;71,16;67,61;67,61;60,00;67,61;67,61;67,61;67,61;67,61;67,61;67,61;67,61;110,01;67,61;67,61;110,01;67,61;67,61;67,61
20130104;23;68,45;65,00;65,00;60,00;65,00;65,00;65,00;65,00;65,00;65,00;65,00;65,00;105,00;65,00;65,00;105,00;65,00;65,00;65,00
20130104;24;60,72;60,00;60,00;41,47;60,00;60,00;60,00;60,00;60,00;60,00;60,00;60,00;68,47;60,00;60,00;68,47;60,00;60,00;60,00
20130105;1;56,00;56,00;56,00;24,40;56,00;56,00;56,00;56,00;56,00;56,00;56,00;56,00;56,00;56,00;56,00;56,00;56,00;56,00;56,00
20130105;2;37,89;36,23;36,23;20,34;36,23;36,23;36,23;36,23;36,23;36,23;36,23;36,23;56,00;36,23;36,23;56,00;36,23;36,23;36,23
20130105;3;35,60;35,60;35,60;18,31;35,60;35,60;35,60;35,60;35,60;35,60;35,60;35,60;35,60;35,60;35,60;35,60;35,60;35,60;35,60
20130105;4;32,98;32,98;32,98;18,10;32,98;32,98;32,98;32,98;32,98;32,98;32,98;32,98;32,98;32,98;32,98;32,98;32,98;32,98;32,98
20130105;5;32,98;32,98;32,98;17,90;32,98;32,98;32,98;32,98;32,98;32,98;32,98;32,98;32,98;32,98;32,98;32,98;32,98;32,98;32,98
20130105;6;37,27;35,60;35,60;21,32;35,60;35,60;35,60;35,60;35,60;35,60;35,60;35,60;56,00;35,60;35,60;56,00;35,60;35,60;35,60
20130105;7;46,89;45,00;45,00;38,07;45,00;45,00;45,00;45,00;45,00;45,00;45,00;45,00;68,71;45,00;45,00;68,71;45,00;45,00;45,00
20130105;8;59,75;59,00;59,00;39,00;59,00;59,00;59,00;59,00;59,00;59,00;59,00;59,00;68,65;59,00;59,00;68,65;59,00;59,00;59,00
20130105;9;66,39;62,50;62,50;38,45;62,50;62,50;62,50;62,50;62,50;62,50;62,50;62,50;110,01;62,50;62,50;110,01;62,50;62,50;62,50
20130105;10;68,72;64,94;64,94;45,31;64,94;64,94;64,94;64,94;64,94;64,94;64,94;64,94;110,00;64,94;64,94;110,00;64,94;64,94;64,94
20130105;11;62,25;60,06;60,06;48,44;60,06;60,06;60,06;60,06;60,06;60,06;60,06;60,06;86,00;60,06;60,06;86,00;60,06;60,06;60,06
20130105;12;48,93;50,00;42,97;50,00;50,00;42,97;42,97;42,97;42,97;50,00;42,97;50,00;63,21;42,97;42,97;63,21;50,00;42,97;50,00
20130105;13;40,81;42,39;33,65;42,39;42,39;33,65;33,65;33,65;33,65;42,39;33,65;42,39;56,00;33,65;33,65;56,00;42,39;33,65;42,39
20130105;14;38,72;40,00;33,57;40,00;33,57;33,57;33,57;33,57;33,57;40,00;33,57;40,00;56,00;33,57;33,57;56,00;40,00;33,57;40,00
20130105;15;42,66;39,12;39,12;39,12;39,12;39,12;39,12;39,12;39,12;39,12;39,12;39,12;79,00;39,12;39,12;79,00;39,12;39,12;39,12
20130105;16;50,72;47,30;47,30;44,27;47,30;47,30;47,30;47,30;47,30;47,30;47,30;47,30;86,00;47,30;47,30;86,00;47,30;47,30;47,30
20130105;17;62,33;60,06;60,06;47,26;60,06;60,06;60,06;60,06;60,06;60,06;60,06;60,06;86,01;60,06;60,06;86,01;60,06;60,06;60,06
20130105;18;76,47;70,00;70,00;52,03;70,00;70,00;70,00;70,00;70,00;70,00;70,00;70,00;146,01;70,00;70,00;146,01;70,00;70,00;70,00
20130105;19;81,10;75,12;75,12;53,80;75,12;75,12;75,12;75,12;75,12;75,12;75,12;75,12;146,00;75,12;75,12;146,00;75,12;75,12;75,12
20130105;20;80,85;74,64;74,64;52,81;74,64;74,64;74,64;74,64;74,64;74,64;74,64;74,64;146,00;74,64;74,64;146,00;74,64;74,64;74,64
20130105;21;72,88;66,20;66,20;53,82;66,20;66,20;66,20;66,20;66,20;66,20;66,20;66,20;141,01;66,20;66,20;141,01;66,20;66,20;66,20
20130105;22;68,01;62,74;62,74;50,63;62,74;62,74;62,74;62,74;62,74;62,74;62,74;62,74;121,01;62,74;62,74;121,01;62,74;62,74;62,74
20130105;23;60,75;54,73;54,73;45,26;54,73;54,73;54,73;54,73;54,73;54,73;54,73;54,73;121,00;54,73;54,73;121,00;54,73;54,73;54,73
20130105;24;46,18;41,11;39,76;41,11;41,11;39,76;39,76;39,76;39,76;41,11;39,76;41,11;101,00;39,76;39,76;101,00;41,11;39,76;41,11
20130106;1;54,80;53,00;53,00;25,55;53,00;53,00;53,00;53,00;53,00;53,00;53,00;53,00;74,13;53,00;53,00;74,13;53,00;53,00;53,00
20130106;2;37,56;35,85;35,85;19,13;35,85;35,85;35,85;35,85;35,85;35,85;35,85;35,85;56,00;35,85;35,85;56,00;35,85;35,85;35,85
20130106;3;33,81;33,81;33,81;16,13;33,81;33,81;33,81;33,81;33,81;33,81;33,81;33,81;33,81;33,81;33,81;33,81;33,81;33,81;33,81
20130106;4;29,82;29,82;29,82;12,55;29,82;29,82;29,82;29,82;29,82;29,82;29,82;29,82;29,82;29,82;29,82;29,82;29,82;29,82;29,82
20130106;5;29,82;29,82;29,82;12,13;29,82;29,82;29,82;29,82;29,82;29,82;29,82;29,82;29,82;29,82;29,82;29,82;29,82;29,82;29,82
20130106;6;30,00;30,00;30,00;12,43;30,00;30,00;30,00;30,00;30,00;30,00;30,00;30,00;30,00;30,00;30,00;30,00;30,00;30,00;30,00
20130106;7;40,00;39,12;39,12;13,43;39,12;39,12;39,12;39,12;39,12;39,12;39,12;39,12;50,25;39,12;39,12;50,25;39,12;39,12;39,12
20130106;8;56,93;70,00;29,74;22,09;70,00;29,74;29,74;29,74;29,74;70,00;29,74;70,00;56,00;29,74;29,74;56,00;70,00;29,74;70,00
20130106;9;53,15;65,00;29,74;35,00;65,00;29,74;29,74;29,74;29,74;65,00;29,74;65,00;56,00;29,74;29,74;56,00;65,00;29,74;65,00
20130106;10;52,88;65,00;29,74;27,33;65,00;29,74;29,74;29,74;29,74;65,00;29,74;65,00;56,00;29,74;29,74;56,00;65,00;29,74;65,00
20130106;11;53,30;63,98;28,09;32,43;63,98;28,09;28,09;28,09;28,09;63,98;28,09;63,98;74,28;28,09;28,09;74,28;63,98;28,09;63,98
20130106;12;49,27;60,00;28,08;36,51;60,00;28,08;28,08;28,08;28,08;60,00;28,08;60,00;56,00;28,08;28,08;56,00;60,00;28,08;60,00
20130106;13;44,64;52,39;28,08;30,63;52,39;28,08;28,08;28,08;28,08;52,39;28,08;52,39;56,00;28,08;28,08;56,00;52,39;28,08;52,39
20130106;14;31,32;29,31;28,08;25,50;29,31;28,08;28,08;28,08;28,08;29,31;28,08;29,31;56,00;28,08;28,08;56,00;29,31;28,08;29,31
20130106;15;33,77;29,82;29,82;25,00;29,82;29,82;29,82;29,82;29,82;29,82;29,82;29,82;74,31;29,82;29,82;74,31;29,82;29,82;29,82
20130106;16;55,94;53,00;53,00;24,93;53,00;53,00;53,00;53,00;53,00;53,00;53,00;53,00;86,00;53,00;53,00;86,00;53,00;53,00;53,00
20130106;17;64,75;62,70;62,70;37,25;62,70;62,70;62,70;62,70;62,70;62,70;62,70;62,70;86,01;62,70;62,70;86,01;62,70;62,70;62,70
20130106;18;77,95;74,55;74,55;37,25;74,55;74,55;74,55;74,55;74,55;74,55;74,55;74,55;115,01;74,55;74,55;115,01;74,55;74,55;74,55
20130106;19;82,89;80,02;80,02;42,00;80,02;80,02;80,02;80,02;80,02;80,02;80,02;80,02;115,01;80,02;80,02;115,01;80,02;80,02;80,02
20130106;20;87,11;84,60;84,60;42,00;84,60;84,60;84,60;84,60;84,60;84,60;84,60;84,60;115,01;84,60;84,60;115,01;84,60;84,60;84,60
20130106;21;78,48;75,55;75,55;42,00;75,55;75,55;75,55;75,55;75,55;75,55;75,55;75,55;110,02;75,55;75,55;110,02;75,55;75,55;75,55
20130106;22;77,59;75,00;75,00;34,30;75,00;75,00;75,00;75,00;75,00;75,00;75,00;75,00;105,02;75,00;75,00;105,02;75,00;75,00;75,00
20130106;23;85,06;83,13;83,13;32,65;83,13;83,13;83,13;83,13;83,13;83,13;83,13;83,13;105,01;83,13;83,13;105,01;83,13;83,13;83,13
20130106;24;68,12;65,00;65,00;32,05;65,00;65,00;65,00;65,00;65,00;65,00;65,00;65,00;100,01;65,00;65,00;100,01;65,00;65,00;65,00
20130107;1;64,28;62,72;62,72;28,30;62,72;62,72;62,72;62,72;62,72;62,72;62,72;62,72;81,01;62,72;62,72;81,01;62,72;62,72;62,72
20130107;2;54,32;51,90;51,90;25,30;51,90;51,90;51,90;51,90;51,90;51,90;51,90;51,90;81,00;51,90;51,90;81,00;51,90;51,90;51,90
20130107;3;42,89;40,31;40,31;22,20;40,31;40,31;40,31;40,31;40,31;40,31;40,31;40,31;71,68;40,31;40,31;71,68;40,31;40,31;40,31
20130107;4;41,08;39,76;39,76;21,00;39,76;39,76;39,76;39,76;39,76;39,76;39,76;39,76;56,00;39,76;39,76;56,00;39,76;39,76;39,76
20130107;5;41,55;40,31;40,31;21,93;40,31;40,31;40,31;40,31;40,31;40,31;40,31;40,31;56,00;40,31;40,31;56,00;40,31;40,31;40,31
20130107;6;59,00;59,00;59,00;27,43;59,00;59,00;59,00;59,00;59,00;59,00;59,00;59,00;59,00;59,00;59,00;59,00;59,00;59,00;59,00
20130107;7;74,13;73,63;73,63;43,41;73,63;73,63;73,63;73,63;73,63;73,63;73,63;73,63;81,00;73,63;73,63;81,00;73,63;73,63;73,63
20130107;8;76,54;74,98;72,00;63,44;74,98;72,00;72,00;72,00;72,00;74,98;72,00;74,98;110,01;72,00;72,00;110,01;74,98;72,00;74,98
20130107;9;74,74;72,40;72,00;72,40;72,40;72,00;72,00;72,00;72,00;72,40;72,00;72,40;110,01;72,00;72,00;110,01;72,40;72,00;72,40
20130107;10;72,13;70,08;68,00;70,08;70,08;68,00;68,00;68,00;68,00;70,08;68,00;70,08;110,01;68,00;68,00;110,01;70,08;68,00;70,08
20130107;11;69,67;69,96;65,00;69,96;69,96;65,00;65,00;65,00;65,00;69,96;65,00;69,96;86,00;65,00;65,00;86,00;69,96;65,00;69,96
20130107;12;66,07;67,00;61,12;67,00;67,00;63,55;63,55;63,55;61,12;67,00;61,12;67,00;69,75;61,12;63,55;69,75;67,00;61,12;67,00
20130107;13;64,33;63,51;57,28;63,51;63,51;62,50;62,50;62,50;57,28;63,51;57,28;63,51;86,00;57,28;62,50;86,00;63,51;57,28;63,51
20130107;14;64,96;64,01;57,28;64,01;64,01;64,01;64,01;64,01;57,28;64,01;57,28;64,01;86,00;57,28;64,01;86,00;64,01;57,28;64,01
20130107;15;65,65;65,00;54,39;65,00;65,00;65,00;65,00;65,00;54,39;65,00;54,39;65,00;86,01;54,39;65,00;86,01;65,00;54,39;65,00
20130107;16;67,67;66,84;60,91;66,84;66,84;66,84;66,84;66,84;60,91;66,84;60,91;66,84;86,01;60,91;66,84;86,01;66,84;60,91;66,84
20130107;17;74,00;73,60;68,00;73,60;73,60;73,60;73,60;73,60;68,00;73,60;68,00;73,60;86,01;68,00;73,60;86,01;73,60;68,00;73,60
20130107;18;86,17;82,00;80,08;82,00;82,00;82,00;82,00;82,00;80,08;82,00;80,08;82,00;146,02;80,08;82,00;146,02;82,00;80,08;82,00
20130107;19;84,61;80,00;80,00;80,00;80,00;80,00;80,00;80,00;80,00;80,00;80,00;80,00;146,02;80,00;80,00;146,02;80,00;80,00;80,00
20130107;20;79,76;73,64;73,64;73,64;73,64;73,64;73,64;73,64;73,64;73,64;73,64;73,64;156,73;73,64;73,64;156,73;73,64;73,64;73,64
20130107;21;72,68;67,00;67,00;67,00;67,00;67,00;67,00;67,00;67,00;67,00;67,00;67,00;141,02;67,00;67,00;141,02;67,00;67,00;67,00
20130107;22;69,39;65,00;65,00;65,00;65,00;65,00;65,00;65,00;65,00;65,00;65,00;65,00;121,02;65,00;65,00;121,02;65,00;65,00;65,00
20130107;23;65,69;60,88;60,88;60,88;60,88;60,88;60,88;60,88;60,88;60,88;60,88;60,88;121,01;60,88;60,88;121,01;60,88;60,88;60,88
